id,response_number,response,prob,logprob
29,5,"

def solve(arr):
    counts = {}
    for num in arr:
        if num in counts:
            counts[num] += 1
        else:
            counts[num] = 1
    for key, value in counts.items():
        if value % 2 == 1:
            return key",0.8982,-6.6550638637787
30,1,"

def solve(s):
    count = 0
    for i in range(len(s)):
        for j in range(i+1, len(s)):
            if s[i] == s[j]:
                count += 1
    return count",0.9396,-3.052727680555
30,2,"

def solve(string):
    count = 0
    for i in range(len(string)):
        for j in range(i+1, len(string)+1):
            if string[i] == string[j-1]:
                count += 1
    return count",0.9611,-2.1033044870069992
30,3,"

def solve(string):
    count = 0
    for i in range(len(string)):
        for j in range(i+1, len(string)+1):
            if string[i] == string[j-1]:
                count += 1
    return count",0.9611,-2.1033044870069992
30,4,"

def solve(string):
    count = 0
    for i in range(len(string)):
        for j in range(i+1, len(string)):
            if string[i] == string[j]:
                count += 1
    return count",0.9769,-1.1475045620830002
30,5,"

def solve(string):
    count = 0
    for i in range(len(string)):
        for j in range(i+1, len(string)+1):
            if string[i] == string[j-1]:
                count += 1
    return count",0.9611,-2.1033044870069992
31,1,"

import heapq

def solve(lists, k):
    heap = []
    for lst in lists:
        for num in lst:
            heapq.heappush(heap, (-lst.count(num), num))
    top_k = heapq.nsmallest(k, heap)
    return [num for _, num in top_k]",0.8587,-9.747272127134998
31,2,"

import heapq

def solve(lists, k):
    
    #create a dictionary to store the count of each integer
    count_dict = {}
    #loop through each list
    for l in lists:
        #loop through each integer in the list
        for num in l:
            #if the integer is already in the dictionary, increment its count
            if num in count_dict:
                count_dict[num] += 1
            #else, add the integer to the dictionary with a count of 1
            else:
                count_dict[num] = 1
    
    #create a heap with the counts as the key and the integers as the value
    heap = [(-count, num) for num, count in count_dict.items()]
    #use heapq to turn the list into a heap
    heapq.heapify(heap)
    
    #create a list to store the top k integers
    top_k = []
    #loop k times
    for i in range(k):
        #pop the top element from the heap
        count, num = heapq.heappop(heap)
        #add the integer to the top_k list
        top_k.append(num)
    
    #return the top_k list
    return top_k",0.8396,-44.58926910431977
31,3,"

def solve(lst, k):
    freq = {}
    heap = []
    for num in lst:
        if num not in freq:
            freq[num] = 0
        freq[num] += 1
    for key, value in freq.items():
        heapq.heappush(heap, (-value, key))
    res = []
    for i in range(k):
        res.append(heapq.heappop(heap)[1])
    return res",0.8236,-17.656897180703
31,4,"

from heapq import heappush, heappop

def solve(arr, k):
    freq_map = {}
    heap = []

    # build frequency map
    for num in arr:
        freq_map[num] = freq_map.get(num, 0) + 1

    # build heap
    for num, freq in freq_map.items():
        heappush(heap, (-freq, num))

    # extract top k elements from heap
    top_k = []
    for _ in range(k):
        freq, num = heappop(heap)
        top_k.append(num)

    return top_k",0.8097,-26.182040169915503
31,5,"

def solve(arr, k):
    from collections import Counter
    import heapq
    
    # create a counter to keep track of the frequency of each integer
    freq = Counter(arr)
    
    # create a heap queue
    heap = []
    
    # loop through the unique integers in the counter
    for num in freq:
        # push the tuple (frequency, integer) into the heap
        heapq.heappush(heap, (-freq[num], num))
    
    # create a list to store the top k integers
    top_k = []
    
    # pop the first k elements from the heap
    for i in range(k):
        # pop the tuple with the highest frequency
        freq_num = heapq.heappop(heap)
        # append the integer to the top_k list
        top_k.append(freq_num[1])
    
    return top_k",0.7818,-43.5592773642984
32,1,"

def solve(num):
    largest = 0
    i = 2
    while i * i <= num:
        while num % i == 0:
            largest = i
            num = num / i
        i += 1
    if num > largest:
        largest = num
    return largest",0.8398,-11.519473439407
32,2,"

def solve(num):
    i = 2
    while i * i <= num:
        if num % i:
            i += 1
        else:
            num //= i
    return num",0.9422,-2.502067050086
32,3,"

def solve(n):
    i = 2
    while i * i <= n:
        if n % i:
            i += 1
        else:
            n //= i
    return n",0.9397,-2.610761586546999
32,4,"

def solve(n):
    i = 2
    while i * i <= n:
        if n % i:
            i += 1
        else:
            n //= i
    return n",0.9397,-2.610761586546999
32,5,"

def solve(num):
    i = 2
    while i * i <= num:
        if num % i:
            i += 1
        else:
            num //= i

    return num",0.848,-6.926738516446
33,1,"

def solve(decimal_num):
    binary_num = """"
    while decimal_num > 0:
        binary_num = str(decimal_num % 2) + binary_num
        decimal_num = decimal_num//2
    return binary_num",0.8147,-9.631415181947702
33,2,"

def solve(num):
    binary = """"
    while num > 0:
        binary = str(num % 2) + binary
        num = num // 2
    return binary",0.9077,-3.7750153132876
33,3,"

def solve(decimal):
    binary = """"
    while decimal > 0:
        binary = str(decimal % 2) + binary
        decimal = decimal // 2
    return binary",0.9351,-2.6161007295732004
33,4,"

def solve(decimal):
    binary = """"
    while decimal > 0:
        binary = str(decimal % 2) + binary
        decimal = decimal // 2
    return binary",0.9351,-2.6161007295732004
33,5,"

def solve(n):
    binary = """"
    while n > 0:
        binary = str(n % 2) + binary
        n = n // 2
    return binary",0.9086,-3.7402800239958007
34,1,"

def solve(arr):
    n = len(arr)
    total = (n+1)*(n+2)/2
    sum_arr = sum(arr)
    return int(total - sum_arr)",0.8921,-4.566553700779
34,2,"

def solve(arr):
    n = len(arr)
    total = (n+1)*(n+2)/2
    sum_of_arr = sum(arr)
    return int(total - sum_of_arr)",0.888,-4.988382058569001
34,3,"

def solve(arr):
    n = len(arr)
    total = (n+1)*(n+2)//2
    for i in range(n):
        total -= arr[i]
    return total",0.9168,-3.5603139702180004
34,4,"

def solve(arr):
    n = len(arr)
    total = (n+1)*(n+2)/2
    for i in range(n):
        total -= arr[i]
    return int(total)",0.9145,-3.843487582160999
34,5,"

def solve(arr):
    n = len(arr)
    total = (n+1)*(n+2)/2
    sum_of_arr = sum(arr)
    return total - sum_of_arr",0.9062,-3.938886221319001
35,1,"

def solve(n):
    return n*(n+1)/2",0.8041,-3.05249407856
35,2,"

def solve(n):
    return n * (n + 1)",0.9489,-0.787495010385
35,3,"

def solve(n):
    return n * (n + 1)",0.9489,-0.787495010385
35,4,"

def solve(n):
    return n * (n + 1)",0.9489,-0.787495010385
35,5,"

def solve(n):
    return n*(n+1)//2",0.8451,-2.3567325883800003
36,1,"

def solve(numerator, denominator, n):
    fraction = numerator / denominator
    fraction_str = str(fraction)
    decimal_index = fraction_str.index('.')
    nth_digit = fraction_str[decimal_index + n + 1]
    return nth_digit",0.8427,-8.902417043884999
36,2,"

def solve(numerator, denominator, n):
    fraction = numerator / denominator
    digits = str(fraction).split(""."")[1]
    return int(digits[n-1])",0.823,-7.205649158694001
36,3,"

def solve(numerator, denominator, n):
    fraction = str(numerator/denominator)
    decimal = fraction.split('.')[1]
    if n > len(decimal):
        return ""Error: n is larger than the number of digits in the fraction.""
    else:
        return decimal[n-1]",0.7568,-17.27530126272471
36,4,"

def solve(n, num1, num2):
    fraction = num1 / num2
    digits = str(fraction).split(""."")[1]
    return digits[n-1]",0.7873,-9.327727676923004
36,5,"

def solve(numerator, denominator, n):
    decimal = numerator/denominator
    decimal_str = str(decimal).split(""."")[1]
    if n < len(decimal_str):
        return int(decimal_str[n-1])
    else:
        return -1",0.7221,-17.583934203431
37,1,"

def solve(lst):
    ints = []
    strings = []
    for item in lst:
        if isinstance(item, int):
            ints.append(item)
        else:
            strings.append(item)
    ints.sort()
    strings.sort()
    return ints + strings",0.8942,-5.814914954253402
37,2,"

def solve(mixed_list):
    numbers = []
    strings = []
    for item in mixed_list:
        if isinstance(item, int):
            numbers.append(item)
        elif isinstance(item, str):
            strings.append(item)
    numbers.sort()
    strings.sort()
    sorted_list = numbers + strings
    return sorted_list",0.8832,-8.194488366604302
37,3,"

def solve(lst):
    ints = []
    strings = []
    for x in lst:
        if type(x) == int:
            ints.append(x)
        else:
            strings.append(x)
    ints.sort()
    strings.sort()
    lst = ints + strings
    return lst",0.8347,-10.479997056427
37,4,"

def solve(lst):
    nums = []
    strs = []
    for item in lst:
        if type(item) == int:
            nums.append(item)
        else:
            strs.append(item)
    nums.sort()
    strs.sort()
    return nums + strs",0.9015,-5.4977871883724
37,5,"

def solve(lst):
    numbers = []
    strings = []
    for i in lst:
        if type(i) == int:
            numbers.append(i)
        else:
            strings.append(i)
    numbers.sort()
    strings.sort()
    return numbers + strings",0.8743,-7.1197779018670015
38,1,"

def solve(lst):
    even = 0
    odd = 0
    for num in lst:
        if num % 2 == 0:
            even = num
            break
    for num in lst:
        if num % 2 != 0:
            odd = num
            break
    return even / odd",0.9604,-2.8259463554675004
38,2,"

def solve(lst):
    even = 0
    odd = 0
    for num in lst:
        if num % 2 == 0:
            even = num
            break
    for num in lst:
        if num % 2 != 0:
            odd = num
            break
    return even/odd",0.949,-3.663172256867499
38,3,"

def solve(lst):
    even = 0
    odd = 0
    for num in lst:
        if num % 2 == 0:
            even = num
            break
    for num in lst:
        if num % 2 != 0:
            odd = num
            break
    return even / odd",0.9604,-2.8259463554675004
38,4,"

def solve(nums):
    even = 0
    odd = 0
    for num in nums:
        if num % 2 == 0:
            even = num
            break
    for num in nums:
        if num % 2 == 1:
            odd = num
            break
    return even / odd",0.908,-6.7521495754544985
38,5,"

def solve(lst):
    even = None
    odd = None
    for num in lst:
        if num % 2 == 0:
            even = num
            break
    for num in lst:
        if num % 2 != 0:
            odd = num
            break
    return even / odd",0.9533,-3.251582639730399
39,1,"

def solve(string):
    # check if string is empty or has only one character
    if len(string) < 2:
        return True
    
    # create a dictionary to store the frequency of each character in the string
    freq = {}
    for char in string:
        if char in freq:
            freq[char] += 1
        else:
            freq[char] = 1
    
    # check if there are any characters with a frequency of more than 1
    for char in freq:
        if freq[char] > 1:
            return False
    
    return True",0.8295,-22.621453932816515
